	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"
"AT3G01260"	7.48	6.6	8.49	9.28	9.43	9.68	9.79	10.1	10.2	9.72	9.55	8.94	8.37	8.14	8.16	7.68	7.95	8.16
"AT3G01280"	11.16	11.17	11.29	11.27	11.32	11.36	11.33	11.35	11.43	11.27	11.34	11.25	11.49	11.62	11.7	11.76	11.85	11.84
"AT3G01290"	11.15	10.95	10.8	11.03	10.84	10.85	10.81	11.02	11.19	11.81	11.64	11.27	10.8	10.54	10.62	10.17	10.47	10.29
"AT3G01310"	8.03	8.06	7.87	7.73	7.7	7.61	7.86	8.27	8.56	8.51	8.37	8.03	7.72	7.77	7.83	8.1	8.22	8.16
"AT3G01320"	6.83	6.79	6.92	6.93	6.99	6.9	6.86	6.79	6.84	6.73	6.85	6.67	6.71	6.45	6.43	6.48	6.29	6.23
"AT3G01330"	3.59	4.06	4.89	5.25	5.44	5.51	5.31	5.43	5.4	5.31	5.42	5.15	5.58	5.9	5.97	6.18	6.18	6.29
"AT3G01340"	7.98	7.83	8.04	8.11	8.13	8.21	8.32	8.19	8.27	8.41	8.39	8.38	8.34	8.33	8.33	8.32	8.39	8.45
"AT3G01350"	7.43	7.32	7.41	7.31	7.6	7.78	7.84	7.82	7.47	7.19	7.35	7.62	7.65	7.35	7.48	6.49	6.48	6.03
"AT3G01360"	7.99	7.78	7.95	7.88	7.8	7.8	7.89	7.74	7.67	7.51	7.48	7.35	7.35	7.41	7.38	7.34	7.54	7.49
"AT3G01380"	5.3	5.35	5.57	5.6	6.12	6.3	6.31	6.25	6.39	6.08	6.15	6.16	6.52	6.64	6.54	6.58	6.81	6.91
"AT3G01390"	9.87	9.75	9.84	9.71	9.76	9.78	9.67	9.62	9.59	9.23	9.42	9.35	9.29	9.18	9.2	9.08	9.18	9.22
"AT3G01400"	7.96	7.92	7.86	7.79	7.88	7.75	7.75	7.65	7.59	7.76	7.72	7.69	7.36	7.34	7.11	6.87	7	7.02
"AT3G01410"	5.29	5.52	5.68	6.01	6.29	6.37	6.55	6.62	6.83	6.97	7	7.12	7.42	7.61	7.6	7.69	7.52	7.76
"AT3G01420"	10.31	9.88	10.73	11.24	11.6	11.61	11.67	11.44	11.44	11.64	11.7	11.53	11.32	11.16	11.19	10.85	10.96	10.71
"AT3G01430"	6.77	6.7	6.71	6.92	6.89	6.83	6.84	6.84	6.73	7.08	6.84	6.79	6.48	6.45	6.48	6.3	6.38	6.36
"AT3G01470"	10.72	10.66	10.74	10.57	10.84	10.89	10.94	10.82	10.57	10.41	10.49	10.65	10.51	10.39	10.36	9.85	9.91	9.77
"AT3G01480"	7.07	6.87	6.95	6.62	6.44	6.05	5.86	5.71	5.88	6.16	6.4	6.12	5.62	5.55	5.5	5.84	5.77	5.9
"AT3G01510"	4.99	4.81	4.8	4.82	4.62	4.17	4.42	4.21	4.05	3.92	3.91	3.93	3.97	3.97	4.17	4.03	4.12	4.07
"AT3G01520"	10.65	10.45	10.28	10.15	10.02	9.88	9.9	9.77	9.8	10	10.03	9.85	9.47	9.15	9.2	8.85	9.02	8.86
"AT3G01540"	9.06	9.22	9.26	9.32	9.53	9.51	9.46	9.57	9.64	9.64	9.6	9.52	9.63	9.56	9.56	9.62	9.76	9.7
"AT3G01550"	3.3	3.26	3.28	3.17	3.22	3.43	3.32	3.28	3.3	3.4	3.13	3.2	3.15	3.33	3.25	3.27	3.17	3.07
"AT3G01560"	6.73	6.79	6.85	6.71	7.03	6.72	6.83	6.81	6.73	6.65	6.56	6.51	6.51	6.4	6.37	6.33	6.24	6.31
"AT3G01570"	3.88	4.01	4.05	4.17	4.06	4.09	4.1	4.04	4.04	4.12	4.02	4.12	4.38	4.26	4.31	4.28	4.5	4.3
"AT3G01590"	8.37	8.18	8.19	8.22	7.96	7.73	7.75	7.61	7.61	7.65	7.91	7.94	7.7	7.44	7.61	7.59	7.76	7.79
"AT3G01610"	5.76	5.8	5.83	5.66	5.79	5.66	5.91	6	5.99	6.01	5.96	6.08	6.29	6.28	6.57	6.44	6.46	6.53
"AT3G01640"	6.94	6.75	6.56	6.52	6.35	6.36	6.34	6.47	6.42	6.47	6.61	6.49	6.58	6.52	6.57	6.67	6.78	6.76
"AT3G01650"	7.34	7.62	7.33	7.39	7.36	7.21	7.1	7.24	7.26	7.77	7.62	7.6	7.23	7.2	7.1	7.26	7.26	7.27
"AT3G01670"	7.09	6.77	7.56	8.34	7.42	5.7	5.31	4.9	4.9	5.12	5.06	5.47	6.71	7.03	7.4	7.14	6.96	7.41
"AT3G01680"	8.76	8.7	8.48	8.48	7.03	5.82	5.82	5.48	5.73	5.95	6.62	7.02	8.09	8.05	8.26	8.08	7.94	8.18
"AT3G01690"	8.48	8.39	8.96	8.87	9	8.94	8.88	8.98	8.95	9.07	8.92	8.53	8.31	8.26	8.21	8.38	8.34	8.19
"AT3G01720"	9.36	9.38	9.09	8.8	8.81	9.01	8.93	8.89	8.76	8.44	8.45	8.3	8.27	8.16	8.11	7.96	7.95	7.88
"AT3G01730"	7.11	6.85	5.33	4.46	4.15	3.98	4.05	4.02	3.89	4.15	3.78	3.96	3.87	3.99	3.93	3.98	3.93	3.91
"AT3G01740"	8.36	8.42	8.51	8.49	8.77	8.95	9.02	9.08	9.16	9.43	9.26	9.31	9.51	9.68	9.75	9.93	9.95	9.93
"AT3G01750"	4.2	4.27	3.74	3.77	3.54	3.43	3.33	3.48	3.31	3.45	3.49	3.53	3.36	3.49	3.56	3.8	3.77	3.95
"AT3G01770"	7.06	7.03	7.23	7.33	7.61	7.65	7.63	7.7	7.92	8.14	8.17	7.95	7.6	7.57	7.57	7.76	7.97	8.04
"AT3G01790"	7.02	7.75	8.08	8.17	8.62	8.79	8.89	9.14	9.31	9.28	9.33	9.42	9.8	10.01	10.14	10.38	10.39	10.34
"AT3G01800"	6.97	7.05	7.25	7.3	7.34	7.46	7.53	7.45	7.54	7.5	7.43	7.65	8.01	8.58	8.51	8.59	8.5	8.51
"AT3G01810"	8.45	8.36	7.88	7.48	7.44	7.34	7.38	7.15	6.91	6.6	6.72	6.81	6.77	6.72	6.8	6.78	6.8	6.79
"AT3G01820"	6.19	6.32	6.33	6.62	6.7	6.85	6.91	7.05	7.05	6.92	7.08	7.1	7.39	7.48	7.4	7.42	7.19	7.27
"AT3G01840"	3.58	3.5	3.38	3.48	3.3	3.44	3.38	3.53	3.5	3.44	3.52	3.47	3.58	3.57	3.73	3.99	4.13	3.98
"AT3G01850"	6.31	6.35	6.3	6.21	6.4	6.61	6.63	6.69	6.68	6.65	6.61	6.37	6.14	6.1	6.02	6	6.17	5.93
"AT3G01860"	6.29	6.11	6.29	6.73	6.84	6.96	7.07	7.54	7.53	7.26	7.04	6.95	6.86	6.71	6.97	6.96	7.04	6.9
"AT3G01900"	3.79	3.67	3.64	3.67	3.37	3.44	3.34	3.39	3.33	3.52	3.45	3.22	3.26	3.38	3.35	3.49	3.35	3.37
"AT3G01910"	9.96	9.87	9.99	10.06	10.1	10.08	10.15	9.93	9.85	9.68	9.71	9.69	9.69	9.57	9.61	9.5	9.59	9.68
"AT3G01920"	6.28	6.08	6.32	6.48	6.38	6.3	6.46	6.19	6.24	6.59	6.23	6.15	6.1	5.92	5.99	6.1	6.12	6.12
"AT3G01930"	8.27	7.96	8.46	8.63	8.69	8.81	9.01	8.89	8.69	8.37	8.19	8.4	8.19	8.09	8.09	7.69	7.72	7.56
"AT3G01970"	5.4	5.52	5.17	5.15	5.4	4.93	4.84	4.55	4.85	5.95	5.63	5.19	4.69	4.56	4.53	4.65	4.68	4.77
"AT3G01980"	6.9	6.71	6.62	6.2	6.11	5.97	5.93	5.67	5.83	5.9	5.92	5.96	6.11	6.19	6.07	6.34	6.4	6.56
"AT3G01990"	4.5	4.19	4.32	4.16	4.53	4.45	4.33	3.91	3.95	3.89	4.06	3.91	3.88	3.75	3.9	3.71	3.61	3.64
"AT3G02000"	5.3	5.18	5.44	5.39	5.08	5.45	5.7	6.59	7.15	7.68	7.69	7.9	8.18	8.13	8.15	8.31	8.42	8.35
"AT3G02010"	4.33	4.22	4.31	4.36	4.64	4.56	4.59	4.64	4.87	4.54	4.72	4.96	5.1	5.32	5.32	5.59	5.46	5.37
"AT3G02040"	8.5	7.78	8.62	8.39	8.17	8.02	8.03	7.79	7.67	7.58	7.37	7.25	7	6.87	6.57	6.62	6.89	6.97
"AT3G02050"	5.52	5.74	5.79	5.94	6.35	6.51	6.31	6.39	6.44	6.09	6.19	6.06	6.21	6.22	6.12	6.24	6.19	6.15
"AT3G02060"	5.23	5.25	5.29	5.13	5.32	5.47	5.49	5.46	5.73	5.58	5.61	5.51	5.67	5.68	5.84	5.81	5.65	5.66
"AT3G02070"	7.72	7.54	7.11	7.18	6.96	6.95	7	7	6.96	7.48	7.15	6.96	7.02	6.85	6.94	6.91	6.79	6.72
"AT3G02080"	9.64	10.29	10.61	10.78	11.19	11.27	11.35	11.57	11.84	11.91	12.01	12	12.24	12.37	12.45	12.62	12.55	12.59
"AT3G02090"	11.76	11.77	11.7	11.84	11.91	11.94	11.98	11.91	11.91	11.51	11.64	11.56	11.57	11.59	11.57	11.57	11.55	11.5
"AT3G02110"	4.84	4.93	5.5	5.54	5.6	6.1	6.34	6.71	6.95	7.39	7.36	7.51	7.81	8.06	8	8.32	8.31	8.61
"AT3G02120"	3.49	3.93	5.42	6.07	6.69	6.87	6.43	6.61	7.05	7.26	7.32	7.3	7.6	7.83	8.21	8.4	8.24	8.27
"AT3G02140"	7.76	7.77	7.35	7.31	6.83	6.64	6.32	6.05	6.14	6.78	6.86	6.44	5.77	5.52	5.37	5.39	5.36	5.54
"AT3G02150"	3.51	3.5	3.45	3.58	3.45	3.18	3.07	2.97	3.02	3.26	3.21	3.18	3.04	3.16	3.04	3.03	3.05	2.97
"AT3G02170"	2.89	2.92	2.89	2.97	2.81	2.95	2.87	2.74	2.87	2.82	2.89	2.95	3.15	3.38	3.42	4.03	4.54	4.71
"AT3G02180"	8.25	8.16	8.19	8.24	8.34	8.5	8.67	8.73	8.81	8.81	8.92	8.99	9.02	9.05	9.07	9.23	9.36	9.42
"AT3G02190"	7.68	8.12	8.3	8.29	8.59	8.96	8.98	9.31	9.48	9.29	9.32	9.41	9.73	9.97	10.2	10.29	10.17	10.13
"AT3G02200"	8.56	8.86	9.12	9.05	9.24	9.27	9.4	9.64	9.74	9.71	9.84	9.81	10.01	10.18	10.33	10.34	10.45	10.53
"AT3G02210"	4.11	4.08	4.18	4.6	4.81	4.99	5.07	5.35	5.72	6.13	6.29	6.48	6.76	7.03	7	7.03	7.06	6.81
"AT3G02220"	7.28	7.85	8.16	8.16	8.5	8.63	8.71	8.92	9	9	9.12	9.21	9.49	9.66	9.69	9.73	9.65	9.74
"AT3G02240"	9.18	9.39	8.9	8.46	8.75	8.98	9.05	9.18	8.89	8.63	8.11	7.76	7.47	7.55	7.59	7.09	7.11	6.79
"AT3G02250"	6.31	5.96	5.83	5.64	5.75	5.81	5.94	5.95	6.09	5.7	6.06	6.17	5.88	5.86	5.82	5.66	6.01	6.04
"AT3G02260"	7.99	7.96	8.17	8.1	8.26	8.15	8.11	8.31	8.26	7.92	8.12	7.99	7.99	7.77	7.93	7.98	7.84	7.81
"AT3G02280"	5.75	5.83	5.85	5.82	6.01	5.96	5.92	6.1	6.05	6	6.1	6.16	6.12	6.19	6.41	6.42	6.51	6.52
"AT3G02290"	7.61	7.49	7.6	7.57	7.22	6.83	7.01	6.78	6.73	6.98	6.77	6.7	6.53	6.54	6.47	6.11	6.38	6.23
"AT3G02300"	7.5	7.4	7.25	7.18	7.13	7.1	7.03	7.07	7.17	7.16	7.21	7.18	7.05	7.02	6.88	7.14	7.11	7.32
"AT3G02320"	6.06	6.27	6.53	6.36	6.61	6.82	6.83	6.92	6.91	6.57	6.74	6.9	7.11	7.35	7.35	7.42	7.36	7.39
"AT3G02330"	3.52	3.69	3.66	3.65	3.65	3.66	3.78	3.69	3.82	3.83	3.77	3.84	3.88	4.1	4.14	4.13	4.13	4.03
"AT3G02340"	7.72	7.63	7.49	7.57	7.31	7.26	7.15	7.04	7.14	7.57	7.39	7.17	6.85	6.77	6.58	6.8	6.85	6.85
"AT3G02350"	8.88	8.75	9.05	8.96	8.99	9.1	9.12	8.88	8.76	8.48	8.83	9.04	8.92	8.82	8.87	8.73	8.77	8.74
"AT3G02360"	11.77	11.77	11.69	11.64	11.56	11.55	11.56	11.3	11.22	10.92	10.98	10.95	11.02	10.96	10.86	10.74	10.65	10.7
"AT3G02380"	4.16	4.03	4.09	4.49	4.5	4.22	4.08	3.76	3.69	3.9	3.6	3.79	4.11	4.02	3.78	3.78	3.63	3.54
"AT3G02400"	2.98	2.95	3.44	3.28	3.61	3.64	3.5	3.65	3.66	3.53	3.67	3.77	3.74	3.7	3.74	3.81	3.84	3.92
"AT3G02420"	9.01	8.87	8.96	8.89	8.64	8.54	8.64	8.64	8.51	8.59	8.31	8.39	8.57	8.66	8.68	8.63	8.75	8.84
"AT3G02440"	3.74	3.53	3.54	3.48	3.45	3.35	3.41	3.39	3.28	3.52	3.37	3.37	3.45	3.41	3.49	3.3	3.39	3.36
"AT3G02450"	6.47	6.35	6.41	5.98	6.12	6.07	6.09	5.97	6	5.9	5.82	5.88	5.92	5.95	5.88	5.9	6.03	5.98
"AT3G02460"	8.02	8.14	7.76	7.55	7.61	7.73	7.73	7.44	7.3	7.16	7.2	7.12	6.96	6.81	6.8	6.52	6.55	6.48
"AT3G02470"	12.57	12.64	12.56	12.37	12.34	12.26	12.2	12.14	12.12	12.06	12.15	12.03	11.94	11.87	11.9	11.7	11.7	11.69
"AT3G02480"	3.64	3.39	3.52	3.82	4.14	3.92	3.78	3.79	3.59	3.63	3.6	3.92	3.72	3.64	3.54	3.46	3.43	3.24
"AT3G02490"	5.36	5.68	5.99	5.66	6.21	6.21	6.4	6.42	6.4	6.37	6.53	6.5	6.83	6.96	6.91	6.91	7.1	7.16
"AT3G02500"	3.25	3.15	3.13	3.19	3.24	3.29	3.43	3.33	3.27	3.56	3.58	3.6	3.46	3.57	3.55	3.5	3.49	3.33
"AT3G02520"	9.36	9.38	9.5	9.65	9.73	9.75	9.91	9.97	10.19	10.24	10.22	10.16	10.3	10.4	10.48	10.63	10.57	10.63
"AT3G02530"	7.61	7.95	8.6	8.71	8.99	9.14	9.23	9.4	9.54	9.31	9.63	9.55	9.92	10.2	10.29	10.35	10.34	10.4
"AT3G02550"	4.5	4.66	4.8	4.52	4.6	4.83	5.01	5.26	5.41	5.82	5.93	6.46	7.15	7.57	7.76	8.18	8.15	8.34
"AT3G02560"	9	9.66	9.89	10.1	10.45	10.74	10.77	11.09	11.27	11.42	11.5	11.53	11.81	12	12.02	12.13	12.15	12.12
"AT3G02570"	7.64	7.58	7.37	7.37	7.13	7.13	7.11	7.03	7.05	7.25	7.37	7.58	7.34	7.37	7.42	7.32	7.38	7.62
"AT3G02580"	9.11	8.95	8.98	8.94	8.73	8.76	8.93	8.83	8.71	8.47	8.58	8.51	8.64	8.7	8.57	8.75	8.73	8.82
"AT3G02590"	3.76	3.62	3.67	3.67	3.74	4.29	4.5	4.95	4.73	4.28	4.38	4.49	4.01	4.25	4.14	3.9	3.93	3.74
"AT3G02600"	7.93	7.79	8.06	8.06	8.1	8.13	8.15	8.11	8.06	8.03	8.09	8.09	8.21	8.18	8.16	8.09	8.07	8.24
"AT3G02630"	8.21	8.03	8.77	8.85	9.29	9.5	9.67	9.68	9.58	9.15	9.22	9.26	9.25	9.31	9.32	9.25	9.37	9.32
"AT3G02640"	4.29	4.98	7.41	8.18	8.42	8.35	8.28	8.28	8.44	8.58	8.68	8.71	9.08	9.43	9.52	9.66	9.64	9.63
"AT3G02650"	6.09	6.24	6.78	6.78	7.23	7.31	7.4	7.49	7.55	7.36	7.54	7.65	8.05	8.39	8.53	8.55	8.78	8.71
"AT3G02660"	4.95	5.05	5.36	5.33	5.21	5.38	5.31	5.51	5.66	5.26	5.43	5.4	5.67	5.85	5.97	6.07	6.34	6.37
"AT3G02680"	4.09	4.09	4.41	4.26	4.49	4.69	4.6	4.86	5.16	4.98	5.06	5.18	5.04	5.22	5.33	5.43	5.54	5.51
"AT3G02690"	4.74	4.73	4.78	5.02	5.2	5.21	4.96	4.99	5.15	5.36	5.34	5.26	5.18	5.21	5.09	5.38	5.32	5.49
"AT3G02700"	8.54	8.45	8.47	8.46	8.5	8.24	8.27	8.11	8.12	8.34	8.31	8.2	7.97	7.84	7.92	7.74	8.09	8.09
"AT3G02710"	6.22	6.17	6.31	6.33	6.31	6.39	6.44	6.47	6.57	6.44	6.49	6.63	6.62	6.83	6.98	6.95	7.02	6.98
"AT3G02720"	6.95	7.07	7.32	7.58	7.84	8.11	8.16	8.46	8.48	8.38	8.41	8.34	8.5	8.65	8.51	8.94	9.05	8.93
"AT3G02730"	6.6	6.25	6.71	6.64	6.6	6.57	6.67	6.56	6.54	6.48	6.42	6.47	6.38	6.44	6.42	6.16	6.09	6.24
"AT3G02740"	9.16	9.05	9.11	9.08	8.87	8.74	8.71	8.76	8.71	8.74	8.67	8.53	8.56	8.5	8.41	8.61	8.37	8.4
"AT3G02750"	8.22	8.11	8.16	8.16	8.1	7.99	8.1	8	8.1	7.86	7.94	7.82	7.85	7.7	7.59	7.5	7.45	7.44
"AT3G02760"	6.91	7.24	7.45	7.39	7.57	7.81	7.78	7.89	7.9	7.61	7.88	7.96	8.05	8.29	8.18	8.09	8.23	8.41
"AT3G02770"	9.05	9.01	8.57	8.43	7.84	7.68	7.61	7.56	7.57	7.99	7.83	7.72	7.61	7.54	7.79	7.69	7.78	7.8
"AT3G02780"	11.38	11.29	11.26	11.14	10.98	10.71	10.7	10.67	10.61	10.49	10.55	10.32	10.24	10.28	10.32	10.36	10.4	10.51
"AT3G02790"	6.8	8.05	8.53	8.48	8.58	8.53	8.55	9	9.13	9.23	9.26	9.23	9.68	9.98	9.92	10.18	10.13	9.99
"AT3G02800"	7.04	6.8	6.87	7.2	6.9	6.81	6.5	6.34	6.29	6.91	6.55	6.47	6.08	5.85	5.58	5.48	5.5	5.47
"AT3G02820"	4.82	4.81	5.42	5.82	5.99	6.14	6.06	6.12	6.54	6.7	6.55	6.62	6.79	6.91	7.08	7.2	7.24	7.37
"AT3G02830"	7.72	7.36	7.42	7.3	7.22	7.14	7.12	6.72	6.51	6.13	6.54	6.81	6.81	6.55	6.48	6.1	5.99	6.02
"AT3G02850"	8.47	7.71	8.43	8.27	7.95	7.34	6.8	7.12	6.91	7.16	6.51	5.56	4.36	4.03	4.14	4.18	4.12	3.82
"AT3G02870"	7.98	7.61	8.14	8.13	8.38	8.54	8.51	8.5	8.39	7.82	7.81	7.99	8.12	8.3	8.07	8.08	8.23	8.16
"AT3G02880"	10.68	10.59	10.29	10.19	9.9	9.93	9.89	9.78	9.68	9.61	9.63	9.65	9.66	9.53	9.56	9.29	9.3	9.33
"AT3G02890"	4.95	5.19	5.3	5.47	5.41	5.72	5.56	5.65	5.77	5.55	5.51	5.51	5.62	5.83	5.77	5.74	5.67	5.74
"AT3G02900"	6.4	6.41	6.66	6.53	6.73	6.92	7.03	7.05	7.2	7.19	7.31	7.39	7.73	7.91	8.06	8.44	8.32	8.46
"AT3G02910"	10.14	9.81	9.97	9.97	10.33	10.73	10.86	10.67	10.7	10.08	10.62	10.69	10.96	10.86	10.74	10.32	10.28	10.04
"AT3G02920"	6.39	7.04	7.18	7.06	7.25	7.23	7.12	7.27	7.31	7.53	7.41	7.55	7.88	8.17	8.27	8.27	8.1	8.21
"AT3G02930"	3.6	3.65	3.7	3.82	3.7	4.09	3.99	4.04	3.95	3.91	4.09	4.32	4.12	4.27	4.15	4.19	4.21	4.13
"AT3G02940"	3.84	3.89	4.24	4.88	5.56	5.52	5.38	4.86	4.64	4.59	4.96	4.95	4.6	4.34	4.25	3.85	4.01	4.14
"AT3G02950"	5.18	5.27	5.39	5.37	5.57	5.66	5.67	5.75	5.93	5.84	5.98	6.04	6.14	6.35	6.33	6.3	6.47	6.54
"AT3G02980"	5.02	4.82	5.1	5.41	5.22	5.64	5.61	5.6	5.68	5.45	5.75	5.81	5.8	6.16	5.79	6.24	6.32	6.46
"AT3G02990"	4.33	4.2	4.66	4.76	4.49	4.31	4.13	4.18	4.11	4.39	4.56	4.59	4.11	4.02	4.24	4.18	4.31	4.45
"AT3G03000"	7.4	7.38	6.73	6.52	6.44	6.58	6.62	6.56	6.43	6.69	6.67	6.52	6.15	6.22	6.17	5.84	5.95	5.81
"AT3G03020"	3.34	3.36	3.22	3.14	3.01	3.05	3.1	3.34	3.17	3.24	3.24	3.2	3.47	3.49	3.45	3.44	3.32	3.32
"AT3G03040"	6.2	6.16	6.38	6.44	6.45	6.8	6.92	6.96	7.05	6.71	7	6.93	7.01	7.04	7.04	7.04	6.9	7.01
"AT3G03050"	9.04	9.06	8.67	8.89	8.71	8.57	8.5	8.61	8.51	8.4	8.4	8.45	8.58	8.46	8.57	8.42	8.43	8.41
"AT3G03060"	5.4	6.48	6.68	6.44	6.89	7	6.98	7.18	7.32	6.88	7.09	7.18	7.71	8.07	8.14	8.31	8.31	8.19
"AT3G03070"	11.26	11.16	11.17	11.17	11.26	11.12	11.22	11.09	10.94	10.78	10.74	10.72	10.72	10.8	10.86	10.85	10.88	10.81
"AT3G03080"	3.39	3.37	3.4	3.52	3.53	3.43	3.67	3.37	3.34	3.57	3.43	3.49	3.51	3.41	3.44	3.42	3.35	3.37
"AT3G03090"	4.77	5.02	5.09	5.29	5.34	5.3	5.24	5.33	5.25	5.19	5.41	5.28	5.18	5.21	5.29	5.36	5.26	5.19
"AT3G03100"	11.14	11.18	11.26	11.2	11.26	11.29	11.28	11.15	11.1	11.06	11.01	10.95	10.81	10.78	10.7	10.57	10.66	10.63
"AT3G03110"	5.46	5.84	6.33	6.35	6.63	6.91	6.94	7.1	7.13	6.82	6.96	6.88	7.28	7.46	7.49	7.59	7.5	7.41
"AT3G03120"	6.81	6.58	6.8	6.83	6.74	6.56	6.68	6.7	6.56	6.47	6.5	6.37	6.44	6.38	6.43	6.26	6.38	6.36
"AT3G03130"	3.54	4.15	5.74	5.74	5.88	5.91	6.05	6.3	6.45	6.54	6.73	6.95	7.18	7.71	7.71	7.58	7.47	7.62
"AT3G03150"	9.44	9.2	9.11	9.4	9.17	8.82	8.92	9.04	9.13	9.9	9.53	9.1	8.51	8.16	8.22	9.06	9.3	9.55
"AT3G03160"	9.09	9.09	9.18	9.14	9.2	9.34	9.38	9.34	9.36	9.57	9.49	9.68	9.84	9.91	9.79	10.02	10.13	10.26
"AT3G03170"	5.5	6.57	6.77	6.26	5.72	5.26	5.35	5.69	5.72	6.07	5.87	6.03	5.48	5.54	5.65	6.19	6.55	6.55
"AT3G03180"	6.44	6.34	6.2	6.05	5.72	5.54	5.67	5.48	5.57	5.65	5.75	5.55	5.23	5.23	4.98	4.98	5.27	5.17
"AT3G03190"	5.38	5.2	6.2	6.63	7.28	7.89	8.03	7.93	7.93	6.73	7.06	6.68	6.73	7.04	7.13	6.96	6.93	6.6
"AT3G03200"	2.9	2.8	3.07	4.33	4.26	3.17	2.95	2.78	2.77	2.85	2.75	2.76	2.8	2.91	2.96	3.03	3.01	3.06
"AT3G03210"	7.02	6.98	6.84	6.65	6.87	6.84	6.7	6.55	6.43	6.33	6.43	6.5	6.46	6.57	6.35	6.31	6.47	6.39
"AT3G03220"	7.83	7.74	7.97	8.14	8.06	8.3	8.19	8.22	8.31	8.1	8.31	8.42	8.46	8.52	8.42	8.4	8.3	8.48
"AT3G03250"	9.05	9.08	9.18	9.41	9.65	9.58	9.73	9.65	9.5	8.94	9.06	9.37	9.54	9.57	9.39	9.08	9.33	9.36
"AT3G03260"	3.68	3.44	3.59	3.67	3.28	3.4	3.42	3.26	3.24	3.49	3.4	3.44	3.39	3.28	3.4	3.29	3.35	3.36
"AT3G03270"	8.92	8.5	8.59	8.54	8.11	7.68	7.67	7.4	7.17	6.96	7.18	7.54	7.86	7.96	8.17	8.13	8.19	8.38
"AT3G03290"	3.44	3.7	3.15	3.02	2.88	2.81	2.91	2.79	2.77	2.87	2.84	2.85	2.73	2.77	2.76	2.74	2.85	2.79
"AT3G03310"	6.91	6.73	7.17	7.48	7.7	7.74	7.96	7.89	7.78	7.69	7.7	7.75	7.68	7.55	7.44	7.45	7.47	7.55
"AT3G03320"	5.86	5.69	5.81	5.93	6.22	6.53	6.68	6.69	6.87	6.81	6.99	7.17	7.18	7.39	7.52	7.74	7.55	7.74
"AT3G03330"	7.52	7.34	7.68	7.77	7.88	8.2	8.11	8.2	8.1	8.13	8.18	7.94	8.02	7.93	7.8	7.94	8.09	8.12
"AT3G03340"	7.76	7.87	7.8	7.86	7.88	7.86	7.88	7.84	8.01	8.02	8.05	8.06	8	8.1	8.24	8.19	8.22	8.27
"AT3G03360"	5.96	5.89	5.97	5.91	5.99	6.17	6.04	5.97	5.94	5.88	5.76	5.69	5.83	5.71	5.54	5.76	5.66	5.63
"AT3G03380"	6.85	6.82	7	7.03	7	6.79	6.85	6.81	6.92	6.87	6.88	6.65	6.5	6.34	6.49	6.45	6.66	6.7
"AT3G03410"	3.53	3.5	3.39	3.33	3.26	3.4	3.24	3.31	3.19	3.33	3.28	3.34	3.19	3.2	3.21	3.24	3.3	3.19
"AT3G03420"	7.78	7.82	7.86	7.76	7.71	7.88	7.94	7.82	7.95	7.89	7.97	7.97	8.07	8.23	8.28	8.33	8.32	8.39
"AT3G03440"	5.52	5.33	5.26	5.17	5.1	4.87	5.08	4.9	4.86	4.75	4.86	4.83	4.62	4.29	4.49	4.26	4.11	4.16
"AT3G03450"	4.15	4.07	4.21	4.25	4.48	4.57	4.7	4.66	4.48	4.3	4.35	4.36	4.56	4.73	4.76	4.95	4.93	5
"AT3G03470"	5.2	5.19	4.78	4.83	4.78	4.73	4.48	4.65	4.66	4.6	4.68	4.54	4.28	4.3	4.02	4.09	4.02	3.99
"AT3G03490"	7.43	7.33	7.72	7.48	7.75	7.72	7.68	7.74	7.6	7.69	7.64	7.45	7.52	7.42	7.38	7.47	7.34	7.2
"AT3G03520"	9.22	9.2	8.87	8.64	8.38	8.41	8.45	8.58	8.72	8.87	8.9	8.91	8.76	8.53	8.46	8.19	8.02	8
"AT3G03530"	2.81	2.85	2.89	2.97	4.26	4.95	5.97	6.43	6.06	4.99	4.81	5.19	4.65	5.05	4.8	3.98	3.63	3.22
"AT3G03540"	2.81	2.85	2.89	2.97	4.26	4.95	5.97	6.43	6.06	4.99	4.81	5.19	4.65	5.05	4.8	3.98	3.63	3.22
"AT3G03550"	7.02	6.77	6.82	6.53	6.79	6.72	6.7	6.55	6.4	6.44	6.5	6.66	6.64	6.64	6.49	6.57	6.4	6.53
"AT3G03560"	7.32	7.26	7.13	7.13	6.94	6.92	7	7.12	6.95	6.92	6.91	6.84	6.81	6.98	6.97	6.97	6.75	6.96
"AT3G03570"	7.5	7.56	7.46	7.54	7.47	7.37	7.29	7.47	7.49	7.27	7.31	7.2	7.16	7	7.15	7.25	7.32	7.22
"AT3G03580"	3.75	4	4.17	4.08	4.11	4.21	4.1	4.22	4.25	4.31	4.28	4.35	4.48	4.59	4.48	4.61	4.56	4.55
"AT3G03590"	4.86	4.82	5.09	4.99	5.37	5.33	5.52	5.53	5.54	5.62	5.59	5.52	5.58	5.66	5.81	5.81	5.91	6.06
"AT3G03600"	8.29	8.27	8.45	8.46	8.72	8.79	8.99	9.02	9	8.73	8.8	8.88	9.17	9.51	9.53	9.74	9.75	9.71
